groupN,testimgN,lightprobeN,objN,viewPointN,specularity,Pellacini_c,hue,chroma,filename_OpenEXR,filename_png
29,57,17,20,3,0.023024544367896,0.0437352941176471,292,26,img_lp17_objN20_vp3HEfalse.exr,group29_img57.png
23,53,17,21,1,0.0392342425539451,0.0699764705882353,132,22,img_lp17_objN21_vp1HEfalse.exr,group23_img53.png
29,63,17,21,2,0.0411523951707018,0.0728921568627451,324,8,img_lp17_objN21_vp2HEfalse.exr,group29_img63.png
39,32,17,21,3,0.01641097940378,0.0320725490196078,296,26,img_lp17_objN21_vp3HEfalse.exr,group39_img32.png
1,50,17,22,1,0.0317982608589044,0.0583137254901961,60,14,img_lp17_objN22_vp1HEfalse.exr,group1_img50.png
44,15,17,22,2,0.0683229029284172,0.110796078431373,108,22,img_lp17_objN22_vp2HEfalse.exr,group44_img15.png
8,29,17,22,3,0.0595118297011439,0.0991333333333333,212,12,img_lp17_objN22_vp3HEfalse.exr,group8_img29.png
26,14,17,23,1,0.00863516773165145,0.0174941176470588,148,16,img_lp17_objN23_vp1HEfalse.exr,group26_img14.png
14,31,17,23,2,0.00422448584944354,0.00874705882352941,216,12,img_lp17_objN23_vp2HEfalse.exr,group14_img31.png
20,6,17,23,3,0.00863516773165145,0.0174941176470588,304,10,img_lp17_objN23_vp3HEfalse.exr,group20_img6.png
36,45,17,24,1,0.0411523951707018,0.0728921568627451,172,14,img_lp17_objN24_vp1HEfalse.exr,group36_img45.png
9,49,17,24,2,0.0373399015358427,0.0670607843137255,332,24,img_lp17_objN24_vp2HEfalse.exr,group9_img49.png
15,35,17,24,3,0.0213378152721765,0.0408196078431373,312,20,img_lp17_objN24_vp3HEfalse.exr,group15_img35.png
11,18,17,25,1,0.0354692233949389,0.0641450980392157,296,16,img_lp17_objN25_vp1HEfalse.exr,group11_img18.png
11,2,17,25,2,0.0373399015358427,0.0670607843137255,204,18,img_lp17_objN25_vp2HEfalse.exr,group11_img2.png
17,65,17,25,3,0.0116810475129571,0.0233254901960784,188,12,img_lp17_objN25_vp3HEfalse.exr,group17_img65.png
48,41,17,26,1,0.0847449142649937,0.131205882352941,260,12,img_lp17_objN26_vp1HEfalse.exr,group48_img41.png
25,63,17,26,2,0.0972799904101451,0.14578431372549,8,14,img_lp17_objN26_vp2HEfalse.exr,group25_img63.png
22,18,17,26,3,0.0013877213708224,0.0029156862745098,200,24,img_lp17_objN26_vp3HEfalse.exr,group22_img18.png
10,18,17,27,1,0.01641097940378,0.0320725490196078,24,8,img_lp17_objN27_vp1HEfalse.exr,group10_img18.png
53,25,17,27,2,0.0573726802309926,0.0962176470588235,224,22,img_lp17_objN27_vp2HEfalse.exr,group53_img25.png
22,32,17,27,3,0.00567382640015368,0.0116627450980392,256,14,img_lp17_objN27_vp3HEfalse.exr,group22_img32.png
46,53,17,28,1,0.0775482753402326,0.122458823529412,28,14,img_lp17_objN28_vp1HEfalse.exr,group46_img53.png
34,9,17,28,2,0.0660816658766873,0.107880392156863,144,14,img_lp17_objN28_vp2HEfalse.exr,group34_img9.png
20,32,17,28,3,0.0101474659553504,0.0204098039215686,204,20,img_lp17_objN28_vp3HEfalse.exr,group20_img32.png
48,29,17,29,1,0.01641097940378,0.0320725490196078,40,10,img_lp17_objN29_vp1HEfalse.exr,group48_img29.png
43,30,17,29,2,0.0282201651741961,0.0524823529411765,172,24,img_lp17_objN29_vp2HEfalse.exr,group43_img30.png
25,40,17,29,3,0.0264655705974502,0.0495666666666667,272,8,img_lp17_objN29_vp3HEfalse.exr,group25_img40.png
44,63,17,30,1,0.0317982608589044,0.0583137254901961,24,10,img_lp17_objN30_vp1HEfalse.exr,group44_img63.png
49,41,17,30,2,0.0896770994251935,0.137037254901961,280,12,img_lp17_objN30_vp2HEfalse.exr,group49_img41.png
23,32,17,30,3,0.00422448584944354,0.00874705882352941,52,10,img_lp17_objN30_vp3HEfalse.exr,group23_img32.png
18,21,17,31,1,0.0775482753402326,0.122458823529412,144,18,img_lp17_objN31_vp1HEfalse.exr,group18_img21.png
33,2,17,31,2,0.0896770994251935,0.137037254901961,136,24,img_lp17_objN31_vp2HEfalse.exr,group33_img2.png
49,62,17,31,3,0.0490660960533854,0.0845549019607843,92,18,img_lp17_objN31_vp3HEfalse.exr,group49_img62.png
38,61,17,32,1,0.0101474659553504,0.0204098039215686,64,14,img_lp17_objN32_vp1HEfalse.exr,group38_img61.png
20,35,17,32,2,0.0354692233949389,0.0641450980392157,264,14,img_lp17_objN32_vp2HEfalse.exr,group20_img35.png
40,46,17,32,3,0.0823192981694573,0.128290196078431,44,26,img_lp17_objN32_vp3HEfalse.exr,group40_img46.png
52,38,17,33,1,0.023024544367896,0.0437352941176471,124,26,img_lp17_objN33_vp1HEfalse.exr,group52_img38.png
29,64,17,33,2,0.0490660960533854,0.0845549019607843,64,24,img_lp17_objN33_vp2HEfalse.exr,group29_img64.png
29,55,17,33,3,0.0354692233949389,0.0641450980392157,172,8,img_lp17_objN33_vp3HEfalse.exr,group29_img55.png
17,7,17,34,1,0.00567382640015368,0.0116627450980392,344,20,img_lp17_objN34_vp1HEfalse.exr,group17_img7.png
4,33,17,34,2,0.033622059409778,0.0612294117647059,352,12,img_lp17_objN34_vp2HEfalse.exr,group4_img33.png
10,28,17,34,3,0.0972799904101451,0.14578431372549,332,20,img_lp17_objN34_vp3HEfalse.exr,group10_img28.png
5,46,17,35,1,0.0823192981694573,0.128290196078431,80,10,img_lp17_objN35_vp1HEfalse.exr,group5_img46.png
25,35,17,35,2,0.0013877213708224,0.0029156862745098,300,20,img_lp17_objN35_vp2HEfalse.exr,group25_img35.png
1,30,17,35,3,0.0317982608589044,0.0583137254901961,12,10,img_lp17_objN35_vp3HEfalse.exr,group1_img30.png
50,43,17,36,1,0.0823192981694573,0.128290196078431,220,14,img_lp17_objN36_vp1HEfalse.exr,group50_img43.png
35,40,17,36,2,0.0896770994251935,0.137037254901961,136,8,img_lp17_objN36_vp2HEfalse.exr,group35_img40.png
1,9,17,36,3,0.0552586808525969,0.0933019607843137,200,26,img_lp17_objN36_vp3HEfalse.exr,group1_img9.png
2,17,18,1,1,0.0373399015358427,0.0670607843137255,332,18,img_lp18_objN1_vp1HEfalse.exr,group2_img17.png
11,56,18,1,2,0.00279583374681835,0.00583137254901961,192,14,img_lp18_objN1_vp2HEfalse.exr,group11_img56.png
25,7,18,1,3,0.0728832068504343,0.116627450980392,168,26,img_lp18_objN1_vp3HEfalse.exr,group25_img7.png
7,40,18,2,1,0.0552586808525969,0.0933019607843137,180,20,img_lp18_objN2_vp1HEfalse.exr,group7_img40.png
1,28,18,2,2,0.0728832068504343,0.116627450980392,336,10,img_lp18_objN2_vp2HEfalse.exr,group1_img28.png
40,15,18,2,3,0.0847449142649937,0.131205882352941,224,22,img_lp18_objN2_vp3HEfalse.exr,group40_img15.png
19,25,18,3,1,0.0013877213708224,0.0029156862745098,256,18,img_lp18_objN3_vp1HEfalse.exr,group19_img25.png
43,11,18,3,2,0.0660816658766873,0.107880392156863,340,20,img_lp18_objN3_vp2HEfalse.exr,group43_img11.png
23,72,18,3,3,0.0148126555157162,0.029156862745098,184,24,img_lp18_objN3_vp3HEfalse.exr,group23_img72.png
23,71,18,4,1,0.0411523951707018,0.0728921568627451,344,14,img_lp18_objN4_vp1HEfalse.exr,group23_img71.png
3,9,18,4,2,0.0823192981694573,0.128290196078431,112,20,img_lp18_objN4_vp2HEfalse.exr,group3_img9.png
3,12,18,4,3,0.0490660960533854,0.0845549019607843,40,18,img_lp18_objN4_vp3HEfalse.exr,group3_img12.png
5,36,18,5,1,0.0775482753402326,0.122458823529412,80,20,img_lp18_objN5_vp1HEfalse.exr,group5_img36.png
32,67,18,5,2,0.0683229029284172,0.110796078431373,116,14,img_lp18_objN5_vp2HEfalse.exr,group32_img67.png
13,37,18,5,3,0.0299976790208623,0.0553980392156863,88,12,img_lp18_objN5_vp3HEfalse.exr,group13_img37.png
46,40,18,6,1,0.075202571163633,0.119543137254902,264,20,img_lp18_objN6_vp1HEfalse.exr,group46_img40.png
47,22,18,6,2,0.0148126555157162,0.029156862745098,324,10,img_lp18_objN6_vp2HEfalse.exr,group47_img22.png
53,12,18,6,3,0.075202571163633,0.119543137254902,240,26,img_lp18_objN6_vp3HEfalse.exr,group53_img12.png
26,53,18,7,1,0.0775482753402326,0.122458823529412,324,16,img_lp18_objN7_vp1HEfalse.exr,group26_img53.png
12,26,18,7,2,0.0823192981694573,0.128290196078431,56,14,img_lp18_objN7_vp2HEfalse.exr,group12_img26.png
12,45,18,7,3,0.0799204681016888,0.125374509803922,256,16,img_lp18_objN7_vp3HEfalse.exr,group12_img45.png
29,42,18,8,1,0.075202571163633,0.119543137254902,344,12,img_lp18_objN8_vp1HEfalse.exr,group29_img42.png
42,19,18,8,2,0.0511055374852489,0.0874705882352941,244,24,img_lp18_objN8_vp2HEfalse.exr,group42_img19.png
19,2,18,8,3,0.0847449142649937,0.131205882352941,0,20,img_lp18_objN8_vp3HEfalse.exr,group19_img2.png
25,29,18,9,1,0.087197465109754,0.134121568627451,36,24,img_lp18_objN9_vp1HEfalse.exr,group25_img29.png
35,28,18,9,2,0.0196734105605545,0.0379039215686275,112,22,img_lp18_objN9_vp2HEfalse.exr,group35_img28.png
50,52,18,9,3,0.0317982608589044,0.0583137254901961,164,16,img_lp18_objN9_vp3HEfalse.exr,group50_img52.png
9,18,18,10,1,0.0552586808525969,0.0933019607843137,12,24,img_lp18_objN10_vp1HEfalse.exr,group9_img18.png
39,45,18,10,2,0.0101474659553504,0.0204098039215686,52,18,img_lp18_objN10_vp2HEfalse.exr,group39_img45.png
31,66,18,10,3,0.0972799904101451,0.14578431372549,336,14,img_lp18_objN10_vp3HEfalse.exr,group31_img66.png
23,61,18,11,1,0.00567382640015368,0.0116627450980392,352,20,img_lp18_objN11_vp1HEfalse.exr,group23_img61.png
48,54,18,11,2,0.0116810475129571,0.0233254901960784,128,10,img_lp18_objN11_vp2HEfalse.exr,group48_img54.png
21,27,18,11,3,0.0317982608589044,0.0583137254901961,328,24,img_lp18_objN11_vp3HEfalse.exr,group21_img27.png
10,15,18,12,1,0.0282201651741961,0.0524823529411765,168,22,img_lp18_objN12_vp1HEfalse.exr,group10_img15.png
35,8,18,12,2,0.0196734105605545,0.0379039215686275,340,12,img_lp18_objN12_vp2HEfalse.exr,group35_img8.png
34,47,18,12,3,0.0213378152721765,0.0408196078431373,248,22,img_lp18_objN12_vp3HEfalse.exr,group34_img47.png
17,69,18,13,1,0.0264655705974502,0.0495666666666667,332,22,img_lp18_objN13_vp1HEfalse.exr,group17_img69.png
44,25,18,13,2,0.0470512098274547,0.0816392156862745,292,20,img_lp18_objN13_vp2HEfalse.exr,group44_img25.png
54,69,18,13,3,0.00714400412040439,0.014578431372549,264,12,img_lp18_objN13_vp3HEfalse.exr,group54_img69.png
53,67,18,14,1,0.0511055374852489,0.0874705882352941,84,16,img_lp18_objN14_vp1HEfalse.exr,group53_img67.png
7,39,18,14,2,0.0490660960533854,0.0845549019607843,336,24,img_lp18_objN14_vp2HEfalse.exr,group7_img39.png
12,72,18,14,3,0.0972799904101451,0.14578431372549,256,18,img_lp18_objN14_vp3HEfalse.exr,group12_img72.png
1,70,18,15,1,0.0595118297011439,0.0991333333333333,24,10,img_lp18_objN15_vp1HEfalse.exr,group1_img70.png
33,49,18,15,2,0.0247337465691687,0.0466509803921569,356,14,img_lp18_objN15_vp2HEfalse.exr,group33_img49.png
6,43,18,15,3,0.0683229029284172,0.110796078431373,108,14,img_lp18_objN15_vp3HEfalse.exr,group6_img43.png
22,33,18,16,1,0.0196734105605545,0.0379039215686275,84,16,img_lp18_objN16_vp1HEfalse.exr,group22_img33.png
48,51,18,16,2,0.0595118297011439,0.0991333333333333,68,24,img_lp18_objN16_vp2HEfalse.exr,group48_img51.png
30,24,18,16,3,0.0896770994251935,0.137037254901961,172,20,img_lp18_objN16_vp3HEfalse.exr,group30_img24.png
20,5,18,17,1,0.0101474659553504,0.0204098039215686,48,18,img_lp18_objN17_vp1HEfalse.exr,group20_img5.png
11,54,18,17,2,0.00279583374681835,0.00583137254901961,280,24,img_lp18_objN17_vp2HEfalse.exr,group11_img54.png
24,22,18,17,3,0.0775482753402326,0.122458823529412,228,12,img_lp18_objN17_vp3HEfalse.exr,group24_img22.png
52,46,18,18,1,0.0638661738025355,0.104964705882353,228,16,img_lp18_objN18_vp1HEfalse.exr,group52_img46.png
7,28,18,18,2,0.0490660960533854,0.0845549019607843,324,26,img_lp18_objN18_vp2HEfalse.exr,group7_img28.png
25,59,18,18,3,0.087197465109754,0.134121568627451,80,24,img_lp18_objN18_vp3HEfalse.exr,group25_img59.png
47,20,18,19,1,0.0573726802309926,0.0962176470588235,96,20,img_lp18_objN19_vp1HEfalse.exr,group47_img20.png
2,64,18,19,2,0.0450607300860009,0.0787235294117647,40,20,img_lp18_objN19_vp2HEfalse.exr,group2_img64.png
38,15,18,19,3,0.0531696828445008,0.0903862745098039,208,26,img_lp18_objN19_vp3HEfalse.exr,group38_img15.png
53,59,18,20,1,0.0213378152721765,0.0408196078431373,64,24,img_lp18_objN20_vp1HEfalse.exr,group53_img59.png
15,54,18,20,2,0.0683229029284172,0.110796078431373,148,10,img_lp18_objN20_vp2HEfalse.exr,group15_img54.png
7,62,18,20,3,0.0638661738025355,0.104964705882353,308,16,img_lp18_objN20_vp3HEfalse.exr,group7_img62.png
37,68,18,21,1,0.0511055374852489,0.0874705882352941,112,8,img_lp18_objN21_vp1HEfalse.exr,group37_img68.png
50,20,18,21,2,0.0101474659553504,0.0204098039215686,100,12,img_lp18_objN21_vp2HEfalse.exr,group50_img20.png
33,66,18,21,3,0.0450607300860009,0.0787235294117647,256,24,img_lp18_objN21_vp3HEfalse.exr,group33_img66.png
49,53,18,22,1,0.0511055374852489,0.0874705882352941,168,24,img_lp18_objN22_vp1HEfalse.exr,group49_img53.png
10,71,18,22,2,0.0132360611259272,0.0262411764705882,136,24,img_lp18_objN22_vp2HEfalse.exr,group10_img71.png
41,63,18,22,3,0.0317982608589044,0.0583137254901961,140,24,img_lp18_objN22_vp3HEfalse.exr,group41_img63.png
18,64,18,23,1,0.0595118297011439,0.0991333333333333,304,16,img_lp18_objN23_vp1HEfalse.exr,group18_img64.png
22,67,18,23,2,0.0411523951707018,0.0728921568627451,160,20,img_lp18_objN23_vp2HEfalse.exr,group22_img67.png
9,2,18,23,3,0.0616762779845063,0.102049019607843,112,24,img_lp18_objN23_vp3HEfalse.exr,group9_img2.png
45,17,18,24,1,0.0213378152721765,0.0408196078431373,180,18,img_lp18_objN24_vp1HEfalse.exr,group45_img17.png
34,50,18,24,2,0.0264655705974502,0.0495666666666667,288,12,img_lp18_objN24_vp2HEfalse.exr,group34_img50.png
40,59,18,24,3,0.0132360611259272,0.0262411764705882,236,20,img_lp18_objN24_vp3HEfalse.exr,group40_img59.png
44,31,18,25,1,0.00279583374681835,0.00583137254901961,80,26,img_lp18_objN25_vp1HEfalse.exr,group44_img31.png
4,11,18,25,2,0.087197465109754,0.134121568627451,76,16,img_lp18_objN25_vp2HEfalse.exr,group4_img11.png
52,24,18,25,3,0.0896770994251935,0.137037254901961,64,8,img_lp18_objN25_vp3HEfalse.exr,group52_img24.png
27,18,18,26,1,0.0213378152721765,0.0408196078431373,32,24,img_lp18_objN26_vp1HEfalse.exr,group27_img18.png
41,68,18,26,2,0.0148126555157162,0.029156862745098,312,14,img_lp18_objN26_vp2HEfalse.exr,group41_img68.png
41,5,18,26,3,0.0616762779845063,0.102049019607843,152,12,img_lp18_objN26_vp3HEfalse.exr,group41_img5.png
45,69,18,27,1,0.033622059409778,0.0612294117647059,116,18,img_lp18_objN27_vp1HEfalse.exr,group45_img69.png
9,5,18,27,2,0.0392342425539451,0.0699764705882353,116,26,img_lp18_objN27_vp2HEfalse.exr,group9_img5.png
25,14,18,27,3,0.0531696828445008,0.0903862745098039,240,8,img_lp18_objN27_vp3HEfalse.exr,group25_img14.png
34,24,18,28,1,0.00714400412040439,0.014578431372549,24,8,img_lp18_objN28_vp1HEfalse.exr,group34_img24.png
51,26,18,28,2,0.0264655705974502,0.0495666666666667,196,22,img_lp18_objN28_vp2HEfalse.exr,group51_img26.png
46,20,18,28,3,0.00279583374681835,0.00583137254901961,76,14,img_lp18_objN28_vp3HEfalse.exr,group46_img20.png
49,28,18,29,1,0.0430945081075686,0.0758078431372549,144,12,img_lp18_objN29_vp1HEfalse.exr,group49_img28.png
32,15,18,29,2,0.0573726802309926,0.0962176470588235,96,10,img_lp18_objN29_vp2HEfalse.exr,group32_img15.png
32,16,18,29,3,0.0660816658766873,0.107880392156863,244,14,img_lp18_objN29_vp3HEfalse.exr,group32_img16.png
47,11,18,30,1,0.0896770994251935,0.137037254901961,48,16,img_lp18_objN30_vp1HEfalse.exr,group47_img11.png
2,37,18,30,2,0.0392342425539451,0.0699764705882353,196,26,img_lp18_objN30_vp2HEfalse.exr,group2_img37.png
48,62,18,30,3,0.0728832068504343,0.116627450980392,328,8,img_lp18_objN30_vp3HEfalse.exr,group48_img62.png
22,37,18,31,1,0.0101474659553504,0.0204098039215686,316,24,img_lp18_objN31_vp1HEfalse.exr,group22_img37.png
2,44,18,31,2,0.0972799904101451,0.14578431372549,200,16,img_lp18_objN31_vp2HEfalse.exr,group2_img44.png
41,22,18,31,3,0.0799204681016888,0.125374509803922,164,16,img_lp18_objN31_vp3HEfalse.exr,group41_img22.png
8,71,18,32,1,0.0450607300860009,0.0787235294117647,104,14,img_lp18_objN32_vp1HEfalse.exr,group8_img71.png
8,34,18,32,2,0.00714400412040439,0.014578431372549,208,14,img_lp18_objN32_vp2HEfalse.exr,group8_img34.png
33,40,18,32,3,0.033622059409778,0.0612294117647059,192,26,img_lp18_objN32_vp3HEfalse.exr,group33_img40.png
14,19,18,33,1,0.0373399015358427,0.0670607843137255,92,20,img_lp18_objN33_vp1HEfalse.exr,group14_img19.png
17,50,18,33,2,0.0116810475129571,0.0233254901960784,192,12,img_lp18_objN33_vp2HEfalse.exr,group17_img50.png
21,71,18,33,3,0.0823192981694573,0.128290196078431,132,22,img_lp18_objN33_vp3HEfalse.exr,group21_img71.png
22,25,18,34,1,0.075202571163633,0.119543137254902,52,24,img_lp18_objN34_vp1HEfalse.exr,group22_img25.png
21,2,18,34,2,0.0299976790208623,0.0553980392156863,8,20,img_lp18_objN34_vp2HEfalse.exr,group21_img2.png
33,60,18,34,3,0.0392342425539451,0.0699764705882353,300,22,img_lp18_objN34_vp3HEfalse.exr,group33_img60.png
9,38,18,35,1,0.070590033679181,0.113711764705882,252,8,img_lp18_objN35_vp1HEfalse.exr,group9_img38.png
10,48,18,35,2,0.00714400412040439,0.014578431372549,116,10,img_lp18_objN35_vp2HEfalse.exr,group10_img48.png
5,53,18,35,3,0.00714400412040439,0.014578431372549,144,18,img_lp18_objN35_vp3HEfalse.exr,group5_img53.png
17,48,18,36,1,0.0264655705974502,0.0495666666666667,168,24,img_lp18_objN36_vp1HEfalse.exr,group17_img48.png
42,47,18,36,2,0.0823192981694573,0.128290196078431,196,22,img_lp18_objN36_vp2HEfalse.exr,group42_img47.png
13,8,18,36,3,0.0013877213708224,0.0029156862745098,188,10,img_lp18_objN36_vp3HEfalse.exr,group13_img8.png
40,67,19,1,1,0.0470512098274547,0.0816392156862745,224,22,img_lp19_objN1_vp1HEfalse.exr,group40_img67.png
38,18,19,1,2,0.0430945081075686,0.0758078431372549,24,18,img_lp19_objN1_vp2HEfalse.exr,group38_img18.png
45,34,19,1,3,0.0847449142649937,0.131205882352941,124,16,img_lp19_objN1_vp3HEfalse.exr,group45_img34.png
45,54,19,2,1,0.0430945081075686,0.0758078431372549,84,14,img_lp19_objN2_vp1HEfalse.exr,group45_img54.png
16,20,19,2,2,0.0411523951707018,0.0728921568627451,152,18,img_lp19_objN2_vp2HEfalse.exr,group16_img20.png
17,2,19,2,3,0.023024544367896,0.0437352941176471,244,12,img_lp19_objN2_vp3HEfalse.exr,group17_img2.png
28,53,19,3,1,0.0132360611259272,0.0262411764705882,352,24,img_lp19_objN3_vp1HEfalse.exr,group28_img53.png
17,55,19,3,2,0.0972799904101451,0.14578431372549,52,22,img_lp19_objN3_vp2HEfalse.exr,group17_img55.png
46,2,19,3,3,0.0299976790208623,0.0553980392156863,192,12,img_lp19_objN3_vp3HEfalse.exr,group46_img2.png
44,48,19,4,1,0.0282201651741961,0.0524823529411765,204,14,img_lp19_objN4_vp1HEfalse.exr,group44_img48.png
30,56,19,4,2,0.0450607300860009,0.0787235294117647,16,22,img_lp19_objN4_vp2HEfalse.exr,group30_img56.png
14,59,19,4,3,0.070590033679181,0.113711764705882,316,14,img_lp19_objN4_vp3HEfalse.exr,group14_img59.png
37,51,19,5,1,0.0573726802309926,0.0962176470588235,352,16,img_lp19_objN5_vp1HEfalse.exr,group37_img51.png
13,7,19,5,2,0.070590033679181,0.113711764705882,244,10,img_lp19_objN5_vp2HEfalse.exr,group13_img7.png
25,12,19,5,3,0.0264655705974502,0.0495666666666667,220,26,img_lp19_objN5_vp3HEfalse.exr,group25_img12.png
20,69,19,6,1,0.00863516773165145,0.0174941176470588,136,14,img_lp19_objN6_vp1HEfalse.exr,group20_img69.png
29,48,19,6,2,0.0847449142649937,0.131205882352941,88,20,img_lp19_objN6_vp2HEfalse.exr,group29_img48.png
54,45,19,6,3,0.0013877213708224,0.0029156862745098,24,24,img_lp19_objN6_vp3HEfalse.exr,group54_img45.png
41,69,19,7,1,0.0282201651741961,0.0524823529411765,260,20,img_lp19_objN7_vp1HEfalse.exr,group41_img69.png
53,64,19,7,2,0.0616762779845063,0.102049019607843,8,20,img_lp19_objN7_vp2HEfalse.exr,group53_img64.png
13,12,19,7,3,0.0823192981694573,0.128290196078431,152,10,img_lp19_objN7_vp3HEfalse.exr,group13_img12.png
29,2,19,8,1,0.0511055374852489,0.0874705882352941,248,20,img_lp19_objN8_vp1HEfalse.exr,group29_img2.png
3,20,19,8,2,0.023024544367896,0.0437352941176471,228,10,img_lp19_objN8_vp2HEfalse.exr,group3_img20.png
42,2,19,8,3,0.0490660960533854,0.0845549019607843,284,10,img_lp19_objN8_vp3HEfalse.exr,group42_img2.png
33,25,19,9,1,0.00863516773165145,0.0174941176470588,332,8,img_lp19_objN9_vp1HEfalse.exr,group33_img25.png
47,21,19,9,2,0.01641097940378,0.0320725490196078,100,14,img_lp19_objN9_vp2HEfalse.exr,group47_img21.png
54,29,19,9,3,0.087197465109754,0.134121568627451,100,20,img_lp19_objN9_vp3HEfalse.exr,group54_img29.png
51,20,19,10,1,0.0264655705974502,0.0495666666666667,312,20,img_lp19_objN10_vp1HEfalse.exr,group51_img20.png
22,41,19,10,2,0.00863516773165145,0.0174941176470588,240,10,img_lp19_objN10_vp2HEfalse.exr,group22_img41.png
1,1,19,10,3,0.0511055374852489,0.0874705882352941,276,20,img_lp19_objN10_vp3HEfalse.exr,group1_img1.png
29,59,19,11,1,0.0921839659327681,0.139952941176471,284,24,img_lp19_objN11_vp1HEfalse.exr,group29_img59.png
11,51,19,11,2,0.0799204681016888,0.125374509803922,336,12,img_lp19_objN11_vp2HEfalse.exr,group11_img51.png
12,22,19,11,3,0.0299976790208623,0.0553980392156863,172,24,img_lp19_objN11_vp3HEfalse.exr,group12_img22.png
17,57,19,12,1,0.0148126555157162,0.029156862745098,116,20,img_lp19_objN12_vp1HEfalse.exr,group17_img57.png
5,59,19,12,2,0.0775482753402326,0.122458823529412,256,22,img_lp19_objN12_vp2HEfalse.exr,group5_img59.png
41,28,19,12,3,0.0531696828445008,0.0903862745098039,56,20,img_lp19_objN12_vp3HEfalse.exr,group41_img28.png
41,34,19,13,1,0.0180311815115742,0.0349882352941176,16,20,img_lp19_objN13_vp1HEfalse.exr,group41_img34.png
29,70,19,13,2,0.0799204681016888,0.125374509803922,0,12,img_lp19_objN13_vp2HEfalse.exr,group29_img70.png
18,39,19,13,3,0.087197465109754,0.134121568627451,256,22,img_lp19_objN13_vp3HEfalse.exr,group18_img39.png
46,5,19,14,1,0.070590033679181,0.113711764705882,304,20,img_lp19_objN14_vp1HEfalse.exr,group46_img5.png
30,44,19,14,2,0.0896770994251935,0.137037254901961,168,26,img_lp19_objN14_vp2HEfalse.exr,group30_img44.png
52,57,19,14,3,0.0896770994251935,0.137037254901961,232,22,img_lp19_objN14_vp3HEfalse.exr,group52_img57.png
49,18,19,15,1,0.033622059409778,0.0612294117647059,288,8,img_lp19_objN15_vp1HEfalse.exr,group49_img18.png
19,36,19,15,2,0.0947182133539334,0.14286862745098,280,20,img_lp19_objN15_vp2HEfalse.exr,group19_img36.png
30,10,19,15,3,0.023024544367896,0.0437352941176471,300,24,img_lp19_objN15_vp3HEfalse.exr,group30_img10.png
18,69,19,16,1,0.00714400412040439,0.014578431372549,296,18,img_lp19_objN16_vp1HEfalse.exr,group18_img69.png
34,42,19,16,2,0.0490660960533854,0.0845549019607843,160,12,img_lp19_objN16_vp2HEfalse.exr,group34_img42.png
43,68,19,16,3,0.0573726802309926,0.0962176470588235,276,16,img_lp19_objN16_vp3HEfalse.exr,group43_img68.png
41,20,19,17,1,0.0196734105605545,0.0379039215686275,164,18,img_lp19_objN17_vp1HEfalse.exr,group41_img20.png
7,34,19,17,2,0.0282201651741961,0.0524823529411765,156,16,img_lp19_objN17_vp2HEfalse.exr,group7_img34.png
45,29,19,17,3,0.0411523951707018,0.0728921568627451,232,10,img_lp19_objN17_vp3HEfalse.exr,group45_img29.png
2,3,19,18,1,0.0317982608589044,0.0583137254901961,320,18,img_lp19_objN18_vp1HEfalse.exr,group2_img3.png
22,55,19,18,2,0.0921839659327681,0.139952941176471,336,14,img_lp19_objN18_vp2HEfalse.exr,group22_img55.png
40,36,19,18,3,0.0490660960533854,0.0845549019607843,136,14,img_lp19_objN18_vp3HEfalse.exr,group40_img36.png
43,16,19,19,1,0.0354692233949389,0.0641450980392157,80,24,img_lp19_objN19_vp1HEfalse.exr,group43_img16.png
19,69,19,19,2,0.0470512098274547,0.0816392156862745,356,8,img_lp19_objN19_vp2HEfalse.exr,group19_img69.png
41,16,19,19,3,0.0392342425539451,0.0699764705882353,108,16,img_lp19_objN19_vp3HEfalse.exr,group41_img16.png
49,17,19,20,1,0.0660816658766873,0.107880392156863,340,22,img_lp19_objN20_vp1HEfalse.exr,group49_img17.png
13,46,19,20,2,0.075202571163633,0.119543137254902,192,18,img_lp19_objN20_vp2HEfalse.exr,group13_img46.png
7,46,19,20,3,0.0531696828445008,0.0903862745098039,260,22,img_lp19_objN20_vp3HEfalse.exr,group7_img46.png
12,41,19,21,1,0.0921839659327681,0.139952941176471,92,8,img_lp19_objN21_vp1HEfalse.exr,group12_img41.png
19,11,19,21,2,0.0490660960533854,0.0845549019607843,292,10,img_lp19_objN21_vp2HEfalse.exr,group19_img11.png
15,70,19,21,3,0.0552586808525969,0.0933019607843137,232,26,img_lp19_objN21_vp3HEfalse.exr,group15_img70.png
51,12,19,22,1,0.023024544367896,0.0437352941176471,260,10,img_lp19_objN22_vp1HEfalse.exr,group51_img12.png
3,18,19,22,2,0.00863516773165145,0.0174941176470588,204,22,img_lp19_objN22_vp2HEfalse.exr,group3_img18.png
32,60,19,22,3,0.0430945081075686,0.0758078431372549,328,22,img_lp19_objN22_vp3HEfalse.exr,group32_img60.png
9,24,19,23,1,0.0638661738025355,0.104964705882353,144,22,img_lp19_objN23_vp1HEfalse.exr,group9_img24.png
46,32,19,23,2,0.00279583374681835,0.00583137254901961,56,10,img_lp19_objN23_vp2HEfalse.exr,group46_img32.png
9,41,19,23,3,0.00567382640015368,0.0116627450980392,208,18,img_lp19_objN23_vp3HEfalse.exr,group9_img41.png
